"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.960049100E2,-8.246351624E-1,9.644144897E0,-1.099613342E0
4.960249980E2,-8.060737610E-1,9.683812408E0,-1.051712952E0
4.960450850E2,-7.955955505E-1,9.742041321E0,-1.102008362E0
4.960651730E2,-8.532257080E-1,9.698182526E0,-1.104104004E0
4.960852610E2,-8.722361755E-1,9.649084625E0,-1.063238983E0
4.961053480E2,-9.033714294E-1,9.650880890E0,-1.072669373E0
4.961254360E2,-9.626481628E-1,9.629924469E0,-1.086141357E0
4.961455230E2,-9.818083191E-1,9.647288361E0,-1.080453186E0
4.961656110E2,-9.898915100E-1,9.650132446E0,-1.086291046E0
4.961856990E2,-9.737251282E-1,9.596992950E0,-1.151705017E0
4.962057860E2,-9.753717041E-1,9.614805908E0,-1.109642487E0
4.962258740E2,-9.833052063E-1,9.654323730E0,-1.072968750E0
4.962459620E2,-9.955796814E-1,9.685758362E0,-1.071322174E0
4.962660490E2,-1.033450928E0,9.668693848E0,-1.067729645E0
4.962861370E2,-1.024619293E0,9.636510773E0,-1.030756531E0
4.963062240E2,-9.623487854E-1,9.614805908E0,-1.020577698E0
4.963263120E2,-9.334588623E-1,9.624685364E0,-1.057550812E0
4.963464000E2,-8.638536072E-1,9.673932953E0,-1.064586182E0
4.963664870E2,-8.153544617E-1,9.693242798E0,-1.044527893E0
4.963865750E2,-8.098159790E-1,9.673483887E0,-1.024170227E0
4.964066630E2,-8.725355530E-1,9.625433807E0,-1.078357544E0
4.964267500E2,-9.407936096E-1,9.612111511E0,-1.078058167E0
4.964468380E2,-1.005459137E0,9.657018127E0,-1.049617310E0
4.964669250E2,-1.063388672E0,9.635163574E0,-1.098266144E0
4.964870130E2,-1.161584473E0,9.613159332E0,-1.156045990E0
4.965071010E2,-1.253643036E0,9.557026062E0,-1.182391205E0
4.965271880E2,-1.320703583E0,9.556576996E0,-1.165476379E0
4.965472760E2,-1.329984283E0,9.626032562E0,-1.154698792E0
4.965673630E2,-1.288520508E0,9.639654236E0,-1.146016846E0
4.965874510E2,-1.185534668E0,9.671987000E0,-1.089135132E0
4.966075390E2,-1.123264160E0,9.645342407E0,-1.038839722E0
4.966276260E2,-1.191372528E0,9.595496063E0,-1.074465637E0
4.966477140E2,-9.346563721E-1,9.611512756E0,-1.096020813E0
