"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
7.886640708E0,6.994953918E-1,4.631369019E-1,1.076561279E0
7.906803708E0,9.728269958E-1,1.121168518E0,2.231709137E0
7.926966708E0,1.140777740E0,1.658850403E0,2.561623077E0
7.947129708E0,8.656498718E-1,2.192490692E0,3.935316467E0
7.967293708E0,-7.484436035E-4,2.351160736E0,6.194718018E0
7.987456708E0,-8.943901062E-1,2.839295654E0,7.952063599E0
8.007619708E0,-1.369951172E0,2.783012695E0,9.631720734E0
8.027783708E0,-7.153623962E-1,2.560425568E0,1.218705688E1
8.047946708E0,-1.707199860E0,2.066003723E0,1.494522125E1
8.068109708E0,-2.489173737E0,7.530839539E-1,1.762809219E1
8.088273708E0,-1.561253357E0,3.526666260E-1,1.851110596E1
8.108436708E0,-8.916957092E-1,1.249002686E0,1.747795441E1
