"Time (s)","X (µT)","Y (µT)","Z (µT)"
5.549560417E0,4.826354980E0,-2.271921539E1,-3.892427063E1
5.569647417E0,5.488403320E0,-2.198043060E1,-3.919445801E1
5.589734417E0,6.420776367E0,-2.131358337E1,-3.948764038E1
5.609821417E0,7.019439697E0,-2.073622131E1,-3.961473083E1
5.629908417E0,6.718475342E0,-1.989109802E1,-3.983393860E1
5.649995417E0,5.825164795E0,-1.904742432E1,-4.011422729E1
5.670082417E0,5.327850342E0,-1.823780823E1,-4.076356506E1
5.690169417E0,5.408294678E0,-1.767051697E1,-4.068437195E1
5.710256417E0,5.443939209E0,-1.692239380E1,-4.097267151E1
5.730343417E0,4.672515869E0,-1.650673676E1,-4.129139709E1
5.750430417E0,3.523254395E0,-1.591623688E1,-4.159291077E1
5.770517417E0,3.064178467E0,-1.544219208E1,-4.179158020E1
5.790604750E0,3.212310791E0,-1.484110260E1,-4.181629944E1
5.810691750E0,3.580596924E0,-1.400785065E1,-4.231420898E1
5.830778750E0,4.217254639E0,-1.309589386E1,-4.226095581E1
5.850865750E0,5.077270508E0,-1.220778656E1,-4.221076965E1
5.870952750E0,6.598937988E0,-1.112010956E1,-4.230284119E1
5.891039750E0,7.614532471E0,-1.039075470E1,-4.170135498E1
5.911126750E0,9.308959961E0,-9.262367249E0,-4.121017456E1
5.931213750E0,1.031405640E1,-8.515228271E0,-4.085325623E1
5.951300750E0,1.017849731E1,-8.280838013E0,-4.087196350E1
5.971387750E0,8.813049316E0,-8.417907715E0,-4.131158447E1
5.991474750E0,6.545959473E0,-8.479949951E0,-4.139820862E1
6.011561750E0,4.250579834E0,-8.575469971E0,-4.201167297E1
6.031648750E0,2.315399170E0,-8.562210083E0,-4.192547607E1
6.051735750E0,1.305084229E0,-8.697128296E0,-4.174058533E1
6.071822750E0,1.033355713E0,-8.412460327E0,-4.173585510E1
6.091910750E0,2.019409180E0,-7.963424683E0,-4.179728699E1
6.111997750E0,3.102355957E0,-7.189987183E0,-4.216340637E1
6.132084750E0,4.336486816E0,-7.089752197E0,-4.195938110E1
6.152171750E0,5.510498047E0,-6.961791992E0,-4.126661682E1
6.172258750E0,7.098327637E0,-6.894828796E0,-4.152917480E1
6.192345750E0,8.485412598E0,-7.010902405E0,-4.109526062E1
6.212432750E0,9.667724609E0,-7.296249390E0,-4.095001221E1
6.232519750E0,1.061441040E1,-7.928512573E0,-4.042192078E1
6.252606750E0,1.144848633E1,-8.886375427E0,-3.993740845E1
6.272693750E0,1.195803833E1,-9.752571106E0,-3.962614441E1
6.292780750E0,1.244927979E1,-1.112786865E1,-3.920661926E1
6.312867750E0,1.291433716E1,-1.217806244E1,-3.844747925E1
6.332954750E0,1.401419067E1,-1.316603088E1,-3.784027100E1
6.353041750E0,1.429541016E1,-1.367365265E1,-3.760806274E1
6.373128750E0,1.347497559E1,-1.406536102E1,-3.806410217E1
6.393215750E0,1.197634888E1,-1.463423157E1,-3.858198547E1
6.413302750E0,1.007449341E1,-1.520695496E1,-3.846501160E1
6.433389750E0,8.680725098E0,-1.546102905E1,-3.878582764E1
6.453476750E0,7.225982666E0,-1.563037872E1,-3.889469910E1
6.473563750E0,6.011901855E0,-1.633686066E1,-3.894491577E1
6.493650750E0,5.111511230E0,-1.699696350E1,-3.866575623E1
6.513737750E0,4.474212646E0,-1.731512451E1,-3.863166809E1
6.533824750E0,4.138854980E0,-1.735751343E1,-3.842993164E1
6.553911750E0,4.477172852E0,-1.730584717E1,-3.845489502E1
6.573998750E0,5.338562012E0,-1.686912537E1,-3.883024597E1
6.594085750E0,6.238739014E0,-1.666120911E1,-3.893292236E1
6.614172750E0,6.798370361E0,-1.654065704E1,-3.877104187E1
6.634259750E0,6.874786377E0,-1.617430878E1,-3.901966858E1
6.654346750E0,7.115142822E0,-1.599887848E1,-3.871971130E1
6.674433750E0,7.446441650E0,-1.579839325E1,-3.864971924E1
6.694520750E0,7.695037842E0,-1.572377777E1,-3.883599854E1
6.714607750E0,7.853485107E0,-1.608298492E1,-3.874621582E1
6.734694750E0,7.402343750E0,-1.643456268E1,-3.863180542E1
6.754781750E0,6.634704590E0,-1.707518768E1,-3.834111023E1
6.774868750E0,5.893157959E0,-1.794581604E1,-3.825547791E1
6.794955542E0,4.794677734E0,-1.856416321E1,-3.790458679E1
6.815042542E0,3.855987549E0,-1.914579773E1,-3.816168213E1
6.835129542E0,3.049530029E0,-1.966873169E1,-3.786593628E1
6.855216542E0,2.073059082E0,-2.009728241E1,-3.773031616E1
6.875303542E0,1.136444092E0,-2.043535614E1,-3.776289368E1
6.895390542E0,1.131439209E0,-2.034748077E1,-3.793434143E1
6.915477542E0,2.075164795E0,-1.972371674E1,-3.791227722E1
6.935564542E0,3.528472900E0,-1.978675079E1,-3.773175049E1
6.955651542E0,4.202423096E0,-2.036345673E1,-3.710163879E1
6.975738542E0,4.150604248E0,-2.012366486E1,-3.742074585E1
6.995825542E0,4.803009033E0,-1.934725189E1,-3.777366638E1
7.015912542E0,6.698730469E0,-1.797740173E1,-3.836965942E1
7.035999542E0,8.962188721E0,-1.726037598E1,-3.804414368E1
7.056086542E0,9.956176758E0,-1.702542877E1,-3.805209351E1
7.076174542E0,9.195281982E0,-1.769658661E1,-3.763479614E1
7.096261542E0,7.560058594E0,-1.896053314E1,-3.728324890E1
7.116348542E0,5.806945801E0,-2.034761047E1,-3.666197205E1
7.136435542E0,5.059936523E0,-2.129290009E1,-3.640528870E1
