"Time (s)","X (µT)","Y (µT)","Z (µT)"
7.520670417E0,2.125456238E1,2.777832031E1,4.511428833E0
7.540628417E0,2.022883606E1,2.837149048E1,4.113815308E0
7.560586417E0,1.957174683E1,2.885690308E1,4.437149048E0
7.580543417E0,1.895684814E1,2.913107300E1,4.969711304E0
7.600501417E0,1.862725830E1,2.923327637E1,5.875167847E0
7.620459417E0,1.889599609E1,2.941708374E1,6.393875122E0
7.640417417E0,1.883712769E1,2.895907593E1,7.439941406E0
7.660374417E0,1.909686279E1,2.862881470E1,8.511383057E0
7.680332417E0,1.937501526E1,2.816726685E1,9.751281738E0
7.700290417E0,1.970672607E1,2.770034790E1,1.062879944E1
7.720247417E0,2.035208130E1,2.713021851E1,1.131742859E1
7.740205417E0,2.131132507E1,2.654800415E1,1.259577942E1
7.760163417E0,2.218260193E1,2.548199463E1,1.332447815E1
7.780121417E0,2.307286072E1,2.447955322E1,1.417884827E1
7.800078417E0,2.410702515E1,2.361633301E1,1.534071350E1
7.820036417E0,2.446199036E1,2.280810547E1,1.640246582E1
7.839994417E0,2.475614929E1,2.211755371E1,1.708567810E1
7.859951417E0,2.492242432E1,2.178405762E1,1.742367554E1
7.879909417E0,2.488226318E1,2.187304688E1,1.787738037E1
7.899867417E0,2.441772461E1,2.211306763E1,1.828446960E1
7.919825417E0,2.386596680E1,2.286871338E1,1.842601013E1
7.939782417E0,2.341268921E1,2.359524536E1,1.830921936E1
7.959740417E0,2.268370056E1,2.463876343E1,1.848918152E1
7.979698417E0,2.171257019E1,2.535256958E1,1.869873047E1
7.999656417E0,2.174404907E1,2.591107178E1,1.770532227E1
8.019613417E0,2.227038574E1,2.666574097E1,1.637611389E1
8.039571417E0,2.226423645E1,2.686569214E1,1.597766113E1
8.059529417E0,2.267144775E1,2.666342163E1,1.591722107E1
8.079486417E0,2.250587463E1,2.645959473E1,1.666065979E1
8.099444417E0,2.250030518E1,2.658020020E1,1.638911438E1
8.119402417E0,2.214962769E1,2.696511841E1,1.610269165E1
8.139360417E0,2.124084473E1,2.707925415E1,1.643254089E1
8.159317417E0,2.068815613E1,2.712835693E1,1.702986145E1
8.179275417E0,2.023497009E1,2.707342529E1,1.812658691E1
8.199233417E0,1.995471191E1,2.687316895E1,1.854440308E1
8.219191417E0,1.960186768E1,2.685943604E1,1.874763489E1
8.239148417E0,1.930737305E1,2.707858276E1,1.886212158E1
8.259106417E0,1.900970459E1,2.719415283E1,1.868218994E1
8.279064417E0,1.949948120E1,2.742446899E1,1.774418640E1
8.299021417E0,2.057487488E1,2.728048706E1,1.630758667E1
8.318979417E0,2.139950562E1,2.755215454E1,1.445811462E1
8.338937417E0,2.203111267E1,2.787045288E1,1.177947998E1
8.358895417E0,2.222770691E1,2.854287720E1,9.145477295E0
8.378852417E0,2.167127991E1,2.955627441E1,6.562942505E0
8.398810417E0,2.047314453E1,3.045669556E1,4.468414307E0
8.418768417E0,1.938246155E1,3.098107910E1,3.180618286E0
8.438726417E0,1.848513794E1,3.146096802E1,1.727615356E0
8.458683167E0,1.777760315E1,3.186602783E1,4.053802490E-1
8.478641167E0,1.736010742E1,3.215313721E1,-7.336578369E-1
