"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
6.877558167E0,-1.254757643E-1,2.412541583E-2,2.178718708E-2
6.897647167E0,-1.511298865E-1,-5.550584942E-2,6.855150312E-2
6.917736167E0,-1.615026891E-1,-8.847114444E-2,1.004378349E-1
6.937825167E0,-1.517456174E-1,-3.951383382E-2,4.869204760E-2
6.957914167E0,-1.472997516E-1,-6.848304067E-3,-3.644709662E-2
6.978003167E0,-1.485465318E-1,-4.990270361E-2,-4.997988790E-2
6.998092167E0,-1.520396173E-1,-7.894778252E-2,-2.860405482E-2
7.018181167E0,-1.559047103E-1,-9.827356040E-2,5.105237663E-2
7.038270167E0,-1.200977489E-1,-1.425104961E-2,6.569212675E-2
7.058359167E0,-1.570278108E-1,-5.151321366E-2,-1.048186347E-1
7.078448167E0,-1.921269596E-1,-7.450754195E-2,-1.111185849E-1
7.098537167E0,-1.890833527E-1,-2.207548358E-2,-7.720135152E-2
7.118626167E0,-1.750513911E-1,3.770937026E-2,-4.198078066E-2
7.138715167E0,-1.768373698E-1,7.805641741E-2,3.509441391E-3
7.158804167E0,-1.849311292E-1,8.272227645E-2,6.786985788E-3
7.178893167E0,-2.018177211E-1,7.867718488E-2,-1.687601581E-2
7.198982167E0,-2.251425833E-1,1.107688248E-1,-8.969826996E-2
7.219071167E0,-2.372182906E-1,1.346741617E-1,-8.868972212E-2
7.239159167E0,-2.467638254E-1,1.119161472E-1,-6.283625215E-2
7.259248167E0,-2.685662806E-1,1.056239232E-1,1.466203481E-2
7.279337167E0,-2.852483988E-1,7.703958452E-2,3.027613461E-2
7.299426167E0,-2.920926213E-1,6.217478588E-2,-1.086900160E-1
7.319515167E0,-2.760976255E-1,6.674120575E-2,-1.312177032E-1
7.339604167E0,-2.571236193E-1,5.473868921E-2,-1.245534196E-1
7.359693167E0,-2.413652092E-1,6.835588068E-2,-1.284086108E-1
7.379782167E0,-2.719895542E-1,5.675644800E-2,-1.507631242E-1
7.399871167E0,-3.051465750E-1,5.587892607E-2,-1.726860106E-1
7.419960167E0,-3.034150600E-1,4.635342956E-2,-1.734663099E-1
7.440049167E0,-3.015077114E-1,4.782808572E-2,-1.534390897E-1
