"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
6.196034791E0,-6.291122735E-2,-8.313526958E-2,1.904245466E-2
6.215987791E0,-6.846977025E-2,-1.228634715E-1,8.604589850E-3
6.235940792E0,-6.169291586E-2,-5.535891280E-2,-8.543002419E-3
6.255892791E0,-9.113698453E-2,2.342358232E-3,1.019233279E-2
6.275845792E0,-1.005669162E-1,-6.493130326E-2,4.377387092E-2
6.295798792E0,-1.251779795E-1,-3.746904060E-2,4.023302719E-2
6.315750792E0,-9.236346930E-2,1.779837757E-1,5.778643768E-3
6.335703792E0,-1.233043447E-1,3.308390975E-1,4.062081501E-2
6.355655792E0,-7.422550023E-2,2.371693701E-1,1.422600299E-1
6.375608792E0,-1.103613824E-1,1.242435798E-1,1.686405241E-1
6.395561791E0,-2.181092203E-1,1.133819744E-1,1.089213341E-1
6.415513792E0,-1.781361848E-1,4.333516955E-2,1.185405478E-1
6.435466792E0,-9.524895996E-2,4.682611227E-1,2.873690240E-2
6.455419791E0,-1.753075980E-2,4.287795126E-1,2.007308230E-2
6.475371792E0,1.208116785E-1,-1.844556928E-1,1.324213445E-1
6.495324791E0,8.452096581E-2,-3.277848065E-1,1.312398463E-1
6.515277791E0,-5.317655578E-2,-3.849323988E-1,1.115469187E-1
6.535229791E0,2.433011681E-2,-1.923902631E-1,2.237603068E-2
6.555182791E0,6.019709632E-3,-8.679848909E-2,1.191925034E-1
6.575134791E0,1.320594735E-2,9.606058151E-2,5.105380341E-2
6.595087791E0,3.487920016E-2,5.829384923E-2,4.723729193E-2
6.615040792E0,-3.063331172E-2,7.375115901E-2,4.360280931E-2
6.634992791E0,-4.271412641E-2,1.760825217E-1,6.283738464E-2
6.654945792E0,9.574146941E-3,2.278905660E-1,7.052702457E-2
6.674898792E0,3.530050442E-2,2.108972371E-1,7.108101249E-2
6.694850792E0,-2.457515523E-2,1.363700777E-1,6.409796327E-2
6.714803792E0,-8.468280733E-2,4.530420527E-2,5.730134994E-2
6.734756791E0,-9.459371120E-2,-2.116941288E-2,5.155735463E-2
6.754708792E0,-6.897194684E-2,-1.997076534E-2,3.637673333E-2
6.774661583E0,-7.288808376E-2,-5.887292325E-2,1.018831506E-2
6.794613583E0,-8.119742572E-2,-7.536186278E-2,1.450807601E-2
6.814566583E0,-8.515855670E-2,-4.861341417E-2,-9.683669545E-3
6.834519583E0,-1.063711345E-1,-1.058357060E-1,-1.722528134E-3
6.854471583E0,-1.013130248E-1,-5.290110409E-2,-1.078701764E-2
6.874424583E0,-8.166050911E-2,-1.730072498E-2,6.354128476E-3
6.894377583E0,-7.005856186E-2,2.962774225E-2,1.840617321E-2
6.914329583E0,-8.820609003E-2,1.003679037E-1,2.272813022E-2
6.934282583E0,-1.137175858E-1,6.469354033E-2,1.387794688E-2
6.954234583E0,-1.050864756E-1,-9.038534947E-3,-7.714552339E-3
6.974187583E0,-8.764541894E-2,-1.061674207E-2,-3.550351411E-2
6.994140583E0,-9.764392674E-2,-1.335028373E-2,-1.803649589E-2
7.014092583E0,-8.254553378E-2,2.005042508E-2,-5.361202173E-3
7.034045583E0,-5.335968733E-2,1.441171672E-2,8.456248790E-3
7.053998583E0,-1.202622894E-2,-2.220715955E-2,3.400353715E-3
7.073950583E0,8.681368828E-2,-1.495937556E-1,-1.996165700E-2
7.093903583E0,1.544784456E-1,-3.110531867E-1,-2.854887210E-2
7.113855583E0,1.352069378E-1,-3.606451452E-1,-4.731273651E-2
7.133808583E0,7.209085673E-2,-2.941609621E-1,-2.828001231E-2
7.153761583E0,4.811623320E-2,-2.703932822E-1,-2.408988029E-2
